Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
jsoup,org.jsoup.integration.servlets,EchoServlet,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CodeParam; DefaultCode; Url; TlsUrl
jsoup,org.jsoup.integration.servlets,EchoServlet,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseServlet
jsoup,org.jsoup.integration.servlets,ProxyServlet,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ProxySettings; Via; authFilter
jsoup,org.jsoup.integration.servlets,ProxyServlet,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: ProxyServlet; TestServer
jsoup,org.jsoup.integration.servlets,ProxyServlet.ConnectProxy,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: authFilter
jsoup,org.jsoup.integration.servlets,ProxyServlet.ConnectProxy,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.integration.servlets,SlowRider,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Url; TlsUrl; SleepTime; MaxTimeParam; IntroSizeParam
jsoup,org.jsoup.integration.servlets,SlowRider,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseServlet
jsoup,org.jsoup.integration.servlets,FileServlet,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Url; TlsUrl; ContentTypeParam; HtmlType; XmlType; SuppressContentLength
jsoup,org.jsoup.integration.servlets,FileServlet,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseServlet
jsoup,org.jsoup.integration.servlets,InterruptedServlet,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.integration.servlets,InterruptedServlet,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Url; TlsUrl; Magnitude; Larger
jsoup,org.jsoup.integration.servlets,HelloServlet,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Url; TlsUrl
jsoup,org.jsoup.integration.servlets,CookieServlet,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Url; TlsUrl; SetCookiesParam; LocationParam
jsoup,org.jsoup.integration.servlets,DeflateServlet,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
jsoup,org.jsoup.integration.servlets,DeflateServlet,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: Url; TlsUrl
jsoup,org.jsoup.integration.servlets,DeflateServlet,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): BaseServlet
